Token	POS-Tag	Sentence
castigara	PROPN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
com	ADP	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
o	DET	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
açoite	NOUN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
,	PUNCT	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
odiava	VERB	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
a	DET	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
senhora	NOUN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
que	PRON	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
nem	ADP	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
sequer	NOUN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
o	DET	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
castigara	PROPN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
,	PUNCT	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
e	CCONJ	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
,	PUNCT	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
inexplicável	ADJ	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
nuança	NOUN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
ou	CCONJ	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
perversão	NOUN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
insensata	ADJ	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
do	DET	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
ódio	NOUN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
,	PUNCT	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
odiava	VERB	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
mais	ADV	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
que	SCONJ	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
a	DET	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
todos	PRON	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
Florinda	PROPN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
,	PUNCT	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
a	DET	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
senhora-moça	NOUN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
,	PUNCT	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
a	DET	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
santa	PROPN	Simeão odiava o senhor, que o castigara com o açoite, odiava a senhora que nem sequer o castigara, e, inexplicável nuança ou perversão insensata do ódio, odiava mais que a todos Florinda, a senhora-moça, a santa meni­na que ofendida, insultada por ele, tão pronta lhe perdoara a ofensa, tão prestes se precipitara a livrá-lo do açoite.
O	DET	O negro escravo é assim.
negro	ADJ	O negro escravo é assim.
escravo	NOUN	O negro escravo é assim.
é	AUX	O negro escravo é assim.
assim	ADV	O negro escravo é assim.
.	PUNCT	O negro escravo é assim.
Se	SCONJ	Se o não quereis assim, acabai com a escravidão.
o	DET	Se o não quereis assim, acabai com a escravidão.
não	ADV	Se o não quereis assim, acabai com a escravidão.
quereis	VERB	Se o não quereis assim, acabai com a escravidão.
assim	ADV	Se o não quereis assim, acabai com a escravidão.
,	PUNCT	Se o não quereis assim, acabai com a escravidão.
acabai	VERB	Se o não quereis assim, acabai com a escravidão.
com	ADP	Se o não quereis assim, acabai com a escravidão.
a	DET	Se o não quereis assim, acabai com a escravidão.
escravidão	NOUN	Se o não quereis assim, acabai com a escravidão.
.	PUNCT	Se o não quereis assim, acabai com a escravidão.
