Token	Sentença
abal	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
##o	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
profundo	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
e	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
seguido	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
de	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
mel	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
##anc	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
##olia	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
que	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
dura	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
##va	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
horas	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
:	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
não	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
falava	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
,	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
não	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
manifesta	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
##va	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
por	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
palavras	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
ou	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
que	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
##ixas	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
o	Vira por vezes o quadro repulsivo dessas punições que são indeclináveis nas fazendas, mas nem por isso menos contristadoras, e de cada vez que os vira, experimentara abalo profundo e seguido de me­lancolia que durava horas: não falava, não manifestava por palavras ou queixas o que sentia; mas dentro de si estava dizendo: “e também eu posso ser castigado assim!
